Word,Occurrences,TotalSteps
blushy,1,3
creaked,1,2
despond,2,5
crying,27,27
devour,1,4
blower,1,3
alarm,2,3
were,519,1214
cloudless,2,3
consent,6,9
imitate,5,5
remembered,25,25
source,1,1
flinging,1,2
loses,2,2
hatbrim,2,3
praising,1,1
hiccough,1,2
prefer,7,10
penwipers,1,3
expecting,3,5
piling,1,1
fuzzy,1,2
benignant,3,5
hannahs,10,10
beanstalks,1,2
chagrin,1,1
unsentimental,1,3
outspread,1,2
refreshment,6,12
confidential,6,8
suddenly,48,93
arranged,12,34
inmates,1,1
avenue,1,1
returns,1,3
baked,2,3
invited,12,21
pirouettes,1,1
cardiglias,1,4
moneybags,1,3
sealing,3,4
costumes,4,7
beast,2,4
steal,3,6
touch,15,35
capital,18,19
steam,2,3
described,2,3
mirror,5,9
pension,1,1
prompt,1,2
failing,4,6
palette,2,6
angelic,3,7
stone,15,35
lullabies,3,10
magic,7,26
passenger,1,3
spelling,1,2
clock,9,16
substitutes,1,2
literature,6,6
baker,1,1
shipping,1,4
action,2,4
blunder,3,6
illustrating,1,1
dolce,2,8
document,2,7
difficulty,7,18
buzz,2,5
heartiest,2,7
winking,3,13
riding,8,41
diplomatic,1,2
shrubbery,2,2
dreaminess,1,4
impossibilities,1,3
muslins,1,2
poplins,1,1
propitious,3,4
cabins,1,1
prose,1,4
objective,1,3
resartus,1,2
scuppers,1,1
chaise,1,3
ordeal,1,2
compared,4,8
peg,1,1
glance,23,23
devote,5,5
afar,3,3
west,3,4
markets,1,1
defiantly,2,2
pen,14,16
flattered,8,15
pestle,1,1
affects,1,2
matrons,3,3
told,126,126
responded,1,3
champagne,2,3
terror,3,6
actor,1,1
frothy,1,1
bustled,2,4
vigil,1,2
pet,20,36
posted,1,1
classic,1,5
hastened,2,5
imagination,2,4
chairs,9,21
birds,13,49
clutch,2,7
prosy,1,5
sweeter,7,18
stood,85,233
surprised,26,94
washing,7,24
breadth,3,3
bridegrooms,1,3
breathe,2,3
rehearse,2,3
drinking,2,4
unknown,3,5
innocent,17,45
directing,1,2
intensely,2,3
combed,1,1
prairies,1,4
merry,24,37
before,212,563
disappointment,9,33
giants,1,2
madames,1,1
stool,4,4
restraint,1,3
careful,10,18
relative,1,1
depict,1,2
infants,3,4
procured,1,4
pupil,5,10
lifted,15,32
baby,29,87
stoop,3,6
hatchet,1,3
vevay,6,15
sofa,40,125
worshipers,1,5
illustration,2,5
acting,3,5
adopt,2,4
trotted,2,5
sufferers,1,1
surprises,1,1
breaths,1,2
humility,4,5
reserve,2,3
reigned,3,4
infirm,1,1
flowerpot,1,3
dotted,1,2
approving,10,11
string,7,9
circulating,1,2
bewildered,10,23
idiots,1,6
flames,2,7
brewing,2,5
tomb,4,12
blankets,2,3
maiden,7,34
rogue,1,1
(not,2,2
bach,1,2
waistcoats,1,1
evergreen,2,2
raphaella,1,1
attraction,3,5
besides,7,14
back,134,378
business,28,29
society,35,68
eye,34,35
headed,5,7
soft,24,24
aspirations,1,7
vividly,2,8
forgivable,1,5
profound,1,4
silenced,1,3
receive,15,49
forward,11,36
households,1,2
disposing,1,1
attire,1,2
nutting,1,1
saints,2,4
gondola,2,3
inspiration,7,19
disposition,1,1
cabinet,2,2
toms,1,2
uninteresting,3,3
manuscript,8,10
marcies,2,3
smilingly,1,1
beasts,2,6
exceed,1,4
chick,3,9
proud,43,105
bosom,8,19
student,1,6
bryants,2,6
astonishment,1,4
aspiring,2,6
vent,6,22
rocking,6,21
annoyed,2,4
entertain,4,7
unfortunately,8,20
canary,1,2
overcome,9,15
neatness,1,4
league,1,3
contentment,2,3
stops,3,5
administers,1,1
hussy,1,1
mabel,1,1
snoods,1,2
kindest,3,3
wanderers,2,4
accomplishment,2,3
drifting,2,3
transported,1,4
fortified,2,4
ridden,1,2
bade,8,12
climbers,1,3
carelessness,1,2
servant,15,17
concocted,1,5
obstinacy,3,7
acknowledgement,1,3
tear,10,25
tone,79,315
alphabet,1,3
aboard,2,3
rigging,1,1
staggered,2,3
affected,12,15
grievance,1,1
adore,3,3
grandchild,1,2
cake,12,12
fullest,3,5
werent,3,5
animals,2,4
pile,7,8
walks,7,12
parisian,1,3
willful,2,3
unbecoming,1,1
james,4,4
hercules,1,5
byplay,1,4
smashed,3,8
enthusiasm,9,34
weve,9,27
refreshed,2,2
precisely,1,4
dare,35,67
road,9,26
shopping,10,37
descended,2,3
latest,4,7
confusion,7,7
wages,2,2
balance,1,5
enthusiast,1,4
drowsy,1,3
bluggage,1,2
prove,9,35
untouched,1,1
exclamations,1,2
dark,29,54
relapses,1,2
hamper,1,1
horrors,1,4
feasting,1,3
poring,1,2
roam,2,2
rival,3,3
tares,2,3
everything,87,99
calling,14,14
philosophers,1,3
roar,2,4
patiently,9,15
attacked,1,3
scant,1,2
dart,1,1
theyll,7,7
matters,6,7
perch,6,11
renounced,2,3
tough,1,1
ignominiously,1,2
killing,2,2
conspirators,1,2
prettier,7,7
criticism,3,8
encouraged,1,5
aversion,4,11
steep,1,3
couldnt,91,337
took,166,761
fiddled,1,4
tool,1,3
settling,6,10
calf,1,1
store,6,8
humiliation,1,2
walls,10,22
funnel,1,1
winds,4,8
homer,1,4
brusque,2,4
visions,6,17
innocently,3,8
reflected,3,7
homes,5,10
standing,15,35
pulled,12,37
only,295,1249
helpfulness,1,4
retreating,1,3
dawdle,4,9
chief,12,31
call,63,63
stork,1,5
calm,19,26
pedals,1,3
wondering,20,55
anymore,2,4
noiselessly,6,7
robe,2,3
pensez,1,3
softness,1,2
storm,8,11
pleasuring,1,4
homey,1,3
dash,3,4
selfish,23,62
percy,1,2
chrysanthemums,2,2
knowst,1,5
overnight,1,4
fling,3,6
pie,4,9
singer,2,6
bachelors,1,3
vulgar,3,6
management,5,12
couch,2,3
pig,2,3
mediterranean,1,2
founded,1,1
postscripts,1,1
whither,3,3
commended,1,4
allen,1,3
swung,5,7
stop,41,84
pyramids,1,1
strolled,12,17
trace,2,7
grandfathers,7,20
pin,5,14
story,68,308
dearies,2,4
robs,2,3
strike,2,2
junoesque,1,5
unmanagable,1,4
turvey,1,3
pip,8,9
eight,9,27
coaches,1,3
removed,3,5
shouted,2,4
kenilworth,1,3
eagles,1,2
seeing,30,76
effigy,1,5
unrequited,1,4
nowadays,3,5
masquerade,3,5
sincerest,2,4
exultation,1,1
beforehand,3,6
blushing,4,9
came,271,706
chains,4,9
erste,1,3
concoction,1,2
statuary,1,1
pine,1,1
indian,3,4
refreshing,7,12
autumn,5,7
broad,7,13
appetite,4,10
burning,7,7
frere,1,2
strongly,4,5
cheops,1,3
tops,2,4
pink,13,26
armor,2,2
winey,1,6
forcibly,1,5
preventive,1,4
ventures,1,3
jewels,2,3
violently,3,6
surprisin,1,3
tracy,1,2
camp,8,19
defects,1,2
bachelorhood,1,1
righted,1,2
luxury,11,12
learn,45,45
impetuositys,1,2
rock,1,1
briton,1,4
cabbages,1,3
final,3,7
pins,8,20
pint,1,1
girlhood,1,3
ups,1,2
piminy,1,1
shames,1,3
frankness,5,6
attended,1,1
flos,2,5
pointing,4,8
injustice,2,4
persons,10,30
evelyn,1,2
shadows,2,3
dats,1,3
developed,2,3
dictionaries,1,1
inventor,1,1
objected,3,5
flow,3,5
gloves,29,71
recollect,1,3
verb,1,2
ventured,1,1
strength,14,16
croaked,3,5
shadowy,3,7
vere,1,1
serpent,1,1
cane,4,5
undecided,6,11
proxy,2,3
languid,1,1
conflagration,1,1
coveted,5,6
receiving,3,4
balustrade,2,3
blooming,2,3
pitcher,2,3
bags,5,8
concocting,1,1
rode,6,8
april,3,6
fresh,30,81
spire,1,2
croaker,1,1
shining,10,10
began,153,153
hampers,1,1
italians,2,2
market,4,8
prospect,15,32
spanish,1,3
description,4,10
cant,187,807
columns,2,5
mantlepiece,3,7
devices,6,17
smiles,6,12
blandly,3,6
develops,1,3
agreeable,22,56
very,492,1590
caroline,1,1
bedside,3,5
darlings,2,3
schoolgirl,1,1
condescended,2,5
sells,1,3
pitched,2,3
least,30,76
reproachfully,3,3
reverie,3,5
yielded,3,4
preparing,9,22
gabble,1,4
minna,4,8
keg,1,2
should,192,549
tore,5,6
country,11,18
cotillion,1,3
prescribed,1,2
dining,6,12
pierce,1,5
testing,1,4
portfolio,5,10
horns,1,2
greeted,4,14
tempted,6,7
flashed,3,4
prophetic,1,4
meditative,3,7
useful,29,52
softened,6,16
lakes,2,4
smiled,48,68
marked,7,17
imperceptibly,1,2
moneys,1,1
metaphorically,1,4
mists,1,3
pipe,1,2
desire,17,23
direct,1,3
torn,6,9
objection,4,8
fulfill,1,3
setting,7,8
wings,4,7
agreeably,1,1
chaotic,3,4
cards,5,6
pegged,1,3
potter,1,2
pallor,1,1
complaint,2,6
immortal,4,10
fools,2,5
nurse,10,30
clattering,1,1
complains,2,3
corners,6,11
forgiveness,1,4
vestige,1,3
blunderbuss,1,2
key,10,21
discuss,1,2
vest,2,2
heimweh,1,3
urn,2,4
prodigious,1,1
coated,1,4
disillusioned,1,3
resided,1,2
puzzled,5,11
devonshire,1,2
discussions,2,3
piccadilly,1,2
sold,5,6
joked,1,4
soupcon,1,3
stout,12,32
nice,120,330
absurdity,1,2
seizing,2,2
presents,10,10
sherwood,1,2
cousin,2,2
mantua,1,1
nick,1,4
reproached,2,4
cared,7,16
proceeded,7,18
building,2,3
river,29,54
teddys,3,3
rampantly,2,4
retainer,1,2
sniff,6,11
warnings,1,1
laertes,1,1
travelled,1,2
effective,6,8
bearing,8,10
fashionable,18,30
manners,28,58
enticements,1,1
relation,3,4
jokes,4,7
$100,1,3
fortnight,5,7
stove,7,17
coherent,1,1
use,55,55
regretful,1,3
beheld,4,7
mishap,3,5
reproaches,1,3
inspired,4,7
cares,13,29
toss,4,4
driven,3,4
warning,8,11
minor,1,3
objecting,1,2
spite,79,161
jealousy,1,3
landed,1,2
aristocratic,10,17
paler,1,3
ferns,6,7
accept,14,28
yelped,1,3
caps,3,5
shocked,2,3
struggling,3,4
wrongs,5,9
impartial,1,1
forebodings,1,5
odds,2,5
likely,4,9
dawn,4,10
some,267,910
kennst,1,1
follows,1,5
museum,2,5
aforesaid,2,6
wasted,7,17
thing,119,378
arranging,2,3
attractive,10,18
inspirer,1,2
falls,4,4
passes,2,4
efforts,20,35
devoted,26,74
passer,1,5
prominent,2,6
solemn,8,15
finds,6,17
think,279,939
stocks,1,3
wrung,4,6
spits,1,1
fruit,16,16
birthday,5,8
wreath,3,7
discouraging,1,2
flirt,5,15
contraband,1,2
suspense,3,5
helplessly,1,1
elle,1,2
already,18,23
scissors,1,2
applause,4,5
knives,1,1
effervescence,1,3
forbearance,1,2
childrens,6,10
knocked,9,10
outgrew,1,1
discontented,6,6
nimble,1,2
leave,66,128
standish,2,3
passed,32,48
recklessly,1,1
consuls,1,2
fan,8,8
consult,3,3
childlike,1,5
external,2,6
seal,4,8
workers,2,3
wonder,23,87
seam,1,4
coddling,1,3
declined,3,7
nicely,12,27
nightgown,3,6
period,4,8
reception,6,13
far,56,156
scraped,1,1
fat,14,15
collected,5,9
pronouncing,1,2
amazingly,5,5
satisfy,12,12
improper,3,5
cookery,1,2
daddy,1,1
bothered,2,4
song,16,26
seat,25,65
barricading,1,4
flints,1,3
ceremony,4,7
unless,23,46
confidences,3,4
theirs,4,5
hunts,1,4
morals,3,7
heartily,23,65
dolls,13,39
strife,1,4
threaded,1,3
destitute,2,4
crammed,1,1
unshelled,1,1
coventrys,1,3
silver,16,22
gray,26,58
consume,1,2
flirted,5,8
apologetically,2,2
irritable,2,3
dolly,1,1
nectar,2,3
scrapes,5,7
iron,1,2
card,4,4
acorn,1,4
sons,2,5
chanted,1,2
care,125,461
abandon,2,2
ashore,1,2
constant,5,8
luxuries,1,3
sustain,4,8
lately,10,27
beethoven,1,2
steady,7,10
india,3,3
wrestled,2,4
tour,5,10
napkins,1,1
philandering,3,4
easily,13,18
housekeeper,3,5
discussing,3,5
pocket,27,69
laurence,99,99
otherwise,5,5
rusty,2,3
straightway,2,2
accent,5,5
lowering,1,3
preachment,1,2
oily,1,1
cart,1,1
annies,2,2
collar,4,4
denials,1,3
awaiting,1,2
obstacles,4,7
volubly,1,3
currant,2,3
overseeing,1,1
theresa,1,2
eggs,1,1
thyself,1,5
shimmering,1,4
peppermints,1,3
bald,2,6
days,52,155
criticize,1,1
bearded,1,8
spaniards,1,7
ducking,1,6
observations,1,5
clean,2,5
pop,1,3
angry,20,78
blithely,4,15
(editors,1,3
romeo,1,2
belle,20,22
kirkes,2,5
notebook,1,3
limper,1,2
soon,121,316
clear,9,10
pot,11,20
acorns,2,5
repeated,3,7
outcasts,1,2
trail,3,9
superstition,1,3
fortune,23,31
ball,24,51
balm,3,5
case,8,16
train,11,31
chopped,1,1
disappointments,1,1
hardest,2,4
cash,1,2
prophesied,1,1
kates,2,3
child,66,112
curled,1,1
shawls,1,5
cask,1,4
trait,1,3
puffs,1,2
huddled,1,1
sech,1,1
bells,3,4
moment,41,69
daily,23,24
limped,1,1
chill,2,2
poisons,1,4
paragraphs,1,3
daunted,3,6
horse,19,40
belly,1,3
lamented,2,4
publicly,1,1
temptingly,1,2
cast,14,26
magnifique,1,2
discussion,5,6
sundry,4,5
restful,2,3
motley,1,5
gained,1,4
silliness,1,3
whiskers,2,4
confidence,11,29
sect,1,1
nigh,1,1
impertinence,1,1
abominably,2,4
sincerely,6,11
pity,16,43
clap,1,1
correctly,2,4
shrugged,1,2
warbled,3,5
chimneys,1,3
ducks,1,2
onto,9,17
crumble,1,3
tulle,2,3
assuring,1,1
salvation,1,5
deplore,1,4
adversity,1,3
influence,6,17
yawning,2,3
restante,1,2
begone,1,1
broadcast,1,4
topic,2,4
snowdrops,1,2
claw,1,1
chaste,1,1
junglings,1,3
clay,4,5
limbs,4,7
undignified,1,2
town,4,4
sentinel,1,3
predicament,1,2
talent,19,44
reminding,1,4
perilous,3,7
lighted,5,12
dying,8,26
administered,3,5
strict,2,3
warbler,1,1
whirling,1,2
waltz,1,1
bonnivard,1,2
frighten,3,3
trusting,1,3
abominable,4,7
apron,16,44
rustle,3,4
broken,28,49
cathedral,1,1
cats,12,12
bountiful,1,1
lighten,1,2
third,20,37
mourners,1,2
affably,2,3
moonlight,5,8
scattered,9,19
weighed,4,11
march,292,1000
staels,1,1
band,7,9
lobster,8,13
making,57,144
stoutly,6,7
phrases,5,9
pocketbook,1,1
bang,3,3
apollo,1,2
raphael,2,2
compromised,1,1
pining,5,6
pencil,6,9
protests,1,3
exert,3,5
bank,6,12
inveterate,1,3
stormily,1,2
fed,8,9
mourned,1,3
sensitive,3,6
deserve,11,31
china,9,9
circulated,2,3
ringlets,2,2
legal,2,5
rightly,4,8
seed,2,3
fiddlesticks,1,1
forming,3,5
seventy,3,6
primroses,1,1
wagon,3,3
affable,2,4
christened,2,4
envied,1,1
femme,1,2
ruddy,4,4
blindest,1,4
consider,6,11
struggled,2,5
irrepressible,5,14
seek,1,1
praises,2,4
splash,4,5
could,362,793
seem,50,50
deeds,2,5
press,1,3
twitted,1,2
seen,55,149
mourner,1,2
unconquerable,1,1
sweets,1,2
deceive,4,4
planted,2,3
surely,6,11
legacies,1,4
sermons,4,6
sore,6,8
saved,5,10
adventurous,2,6
biddies,1,4
perverse,3,7
sees,9,15
few,78,214
caresses,1,3
ferdinand,2,3
tell,218,488
meditation,2,5
traces,2,4
infallible,1,2
afflictions,2,4
believers,1,3
encircled,1,2
watching,22,25
undisturbed,1,5
dozens,2,6
wooing,4,9
masked,2,4
grew,38,119
struggles,3,3
ghost,8,10
chiny,1,2
fairly,5,10
canvas,1,3
wrastle,1,2
praised,6,6
repent,2,3
snatched,3,3
moments,8,8
stuck,9,9
significance,2,5
impetuous,3,7
alighting,1,2
cave,3,3
saves,1,4
comfortably,6,12
sort,70,195
keeps,14,46
fineness,1,2
pushed,6,9
caressed,5,6
scrabble,5,8
scrapbooks,1,2
disapprove,1,1
naughtiest,1,5
tarantella,1,4
suspected,4,7
pinch,4,8
youngest,2,5
earnestly,7,9
insisted,12,21
property,7,17
horrified,3,3
toys,1,4
teddyism,1,3
surrounds,1,2
lapse,2,4
testify,1,3
chickens,2,3
mice,3,4
passports,2,4
hospitals,2,3
parcel,6,13
astray,1,3
sentences,2,3
decorous,3,7
housewife,2,4
below,11,18
begin,34,75
supposed,6,6
tendencies,1,6
pawing,1,5
sacred,7,14
echoed,3,9
instinct,5,14
petted,7,26
inspected,1,2
roll,5,6
cigars,2,3
depends,4,4
folded,14,14
token,1,2
heidelberg,2,3
scuttled,1,2
comfortable,35,59
parched,1,2
capitally,6,9
goblins,1,2
pages,9,17
clashing,2,2
fancywork,1,2
parading,1,1
uproar,2,2
gathers,1,2
apologize,1,1
allow,14,14
tickled,1,1
allude,2,2
warming,3,3
tramp,3,4
limes,12,12
maltreated,1,3
adelon,2,3
steps,14,28
randal,4,4
severely,2,5
cracked,1,3
convenience,1,2
broke,25,63
grovelers,1,2
false,2,2
movements,2,3
robbed,1,1
contributor,1,2
rome,8,10
tend,2,2
reaping,1,2
bewilderment,3,3
betrothed,1,4
midi,1,3
groaning,1,2
study,28,44
rustic,1,2
carpeted,1,1
fearful,3,4
cherished,8,13
propped,2,3
literary,9,14
compartment,1,3
particle,10,14
eating,10,20
adoration,2,4
squeal,1,2
cheerfulness,3,6
frenchman,3,5
romp,1,2
squeak,1,1
(a,1,1
angrily,3,3
eminently,1,4
forethought,3,5
portentous,1,2
conquer,5,9
subterranean,1,4
artless,3,6
guarded,1,2
evidently,14,23
potion,1,2
which,611,1200
hardhearted,1,3
read,117,135
please,88,185
surmount,1,4
picking,7,10
count,13,20
tent,6,16
conscientious,1,5
lugged,1,4
president,7,15
close,26,90
groaned,6,23
luster,1,4
(i,1,3
intentions,4,8
else,42,93
requiem,2,4
symptoms,2,3
unworldly,3,5
coattails,1,3
principle,1,2
suppressed,4,4
overwhelmingly,1,5
order,38,64
zara,11,13
real,31,102
atmosphere,5,20
intruder,2,2
unfledged,1,2
soberly,15,25
artfully,2,2
wooden,5,6
voice,99,160
freshness,1,3
stockinged,1,2
scholars,1,1
subsiding,1,3
rear,1,2
windmill,1,1
womenfolk,1,3
texts,1,2
jenny,6,7
kneeling,5,5
mentioning,1,2
amusing,4,7
palms,2,2
pines,2,2
nile,1,3
fulness,1,2
voraciously,1,1
grotto,1,4
mantle,2,4
samphire,2,3
napkin,4,6
ristori,1,2
instructive,2,2
birth,2,3
vanishes,1,1
aggrieved,1,3
impracticable,1,2
curtsies,1,1
reclaim,1,3
lingering,2,3
remotest,2,3
reverse,1,2
bare,6,6
stocked,1,3
ruins,5,9
soul,41,106
stuff,12,12
rifling,1,2
taught,21,26
powerless,1,1
hearties,1,4
expressed,5,10
fib,5,12
put,210,705
heartier,1,3
bark,1,2
stern,7,10
sour,9,10
festivities,1,1
fie,1,3
cloth,1,2
gasped,1,1
barn,2,2
valrosa,5,6
painting,1,1
hymnbook,1,2
sincere,13,22
vanished,20,20
bequeath,1,3
grooms,3,4
tyrannical,1,1
hazed,2,4
bars,3,6
dropped,23,45
lordliness,1,3
scratched,2,4
sensible,26,52
canada,1,3
reply,21,37
impressed,7,18
mamas,1,1
homemade,2,4
roof,9,14
therell,3,7
unspeakable,2,4
forlornly,3,6
cellar,6,13
coupe,1,2
ach,2,3
northbury,2,5
rembrandt,1,3
imps,1,2
grim,8,20
goats,1,3
grin,1,2
shipbuilding,1,1
invents,1,5
rook,1,4
earned,7,16
easier,11,32
fit,30,92
accounts,7,9
chirp,3,6
yankees,3,3
retaliate,1,3
virtue,12,18
room,120,269
pecked,1,4
sewed,7,11
disobedience,1,2
halfway,2,4
attentively,1,2
fix,1,1
swimmingly,1,1
marplot,2,3
wider,2,2
partake,3,5
namely,1,2
bread,27,46
base,2,3
natural,36,67
cushions,2,4
root,1,2
act,23,47
wheedle,2,3
renouncing,1,1
nails,1,3
furnish,1,2
cloud,7,12
fanned,1,1
jokingly,1,4
bask,1,3
highness,1,2
break,16,42
coolness,1,2
motherly,22,38
elderly,1,2
carol,1,1
orange,7,7
mushrooms,1,2
appreciation,1,1
uniform,1,2
tumbling,10,18
chandelier,2,5
curlpapers,1,3
potatoes,3,4
stories,33,108
disported,1,3
devised,1,2
roderigos,1,1
bass,1,1
encounters,1,5
dissoluble,1,4
buttoning,2,5
bodies,1,2
title,2,2
flock,9,10
add,9,12
slice,1,5
tedium,1,4
daisy,25,49
tempestuous,2,5
rope,3,8
animal,1,2
respectability,1,1
instructions,1,2
danger,11,14
maria,2,2
fists,1,1
nodded,12,12
prospects,1,2
oldest,9,10
marie,1,3
dreamed,6,10
nine,13,23
tarts,1,4
unambitious,1,3
million,3,6
displeased,5,6
admired,18,18
loseth,1,2
celebrate,1,1
whiff,1,2
change,58,68
editorial,2,2
sown,1,2
bath,2,2
christendom,1,3
nations,3,6
occasions,8,20
fluttered,2,5
reprovingly,3,7
posies,2,5
finest,6,17
scandalization,1,3
boggled,1,2
lectured,4,8
betray,5,7
(grace),1,2
buckles,1,1
ices,1,4
treating,2,4
merchant,1,2
cheerful,28,75
manageable,1,2
serenade,4,4
exult,5,5
greenhouse,1,1
connoisseur,1,2
brood,3,4
andersons,1,1
despised,2,2
smitten,1,1
slide,1,2
seclusion,1,1
dispatch,1,1
revolved,1,3
clothespin,1,2
molasses,1,1
alway,1,5
evelina,1,4
lecturer,1,3
invalids,4,14
nursery,10,46
herculaneum,1,3
lectures,3,5
broom,6,7
decently,1,4
interruptions,1,3
resented,3,6
speech,36,99
critical,2,2
descending,1,4
foolish,15,17
odor,2,4
bashfulness,6,13
coolly,2,3
attention,7,9
relish,8,9
chits,1,1
beacon,1,1
finery,2,4
paradise,9,18
shrug,6,16
loyal,2,2
ironing,2,2
frosty,1,4
court,2,4
lightly,3,5
fred,51,111
pathetique,1,5
mopes,1,4
reef,1,3
free,19,44
maternal,16,65
repinings,1,2
about,458,609
stouter,1,2
wondered,10,18
declaring,4,4
mature,2,2
lausanne,1,3
foremast,1,2
valley,7,12
alluding,1,1
goodnight,2,2
desperately,8,9
self,28,54
derisive,1,4
floated,3,6
needs,12,26
really,63,204
allows,1,2
cordial,11,16
departs,1,3
foreboding,1,2
reasons,2,3
simpler,1,2
triumphs,2,3
flo,18,22
advertise,1,4
dowdy,3,7
reward,17,50
wintry,4,10
sell,6,8
studio,2,3
avenger,1,1
probability,1,4
blunders,1,3
middle,16,23
fret,10,21
changing,6,7
above,20,39
guardian,1,2
prunes,1,1
smile,61,62
followed,34,67
happens,8,8
hills,7,7
fly,26,26
serves,3,3
tamely,1,4
stranger,7,12
behold,11,23
revenged,2,4
bondwoman,1,1
london,8,11
sweetmeats,1,3
trash,4,11
fable,5,12
tribulation,1,3
standoff,1,2
culinary,2,4
ushered,1,3
test,4,7
scented,2,2
abject,3,5
reverence,4,8
telegraphed,4,9
bridle,1,2
suspicions,3,3
abdicate,1,3
celebrated,2,3
worthy,12,21
endurable,1,2
marks,1,1
fairer,4,4
crumbs,2,3
dashes,2,2
aunts,9,10
experiences,7,13
served,6,10
playbill,1,4
eagerly,5,13
heads,21,80
baskets,4,16
pyre,1,2
berries,2,2
unscathed,1,2
mysteriously,4,5
poet,1,2
semi,1,1
aunty,3,6
hornpipe,1,3
rose,40,77
age,18,57
streets,3,3
volcanic,1,1
tete,2,3
rejected,2,2
firmness,2,3
carry,22,32
afflatus,1,3
splendidly,4,8
beating,3,5
absorbing,4,5
natured,9,12
mainspring,1,1
donkeys,1,4
umbrellas,2,5
dashed,2,4
exulted,5,14
lisping,1,2
afford,5,6
weeping,1,2
ago,31,54
remarkable,8,9
disappointed,25,46
person,22,22
stefans,1,3
jacks,1,2
jellies,1,1
whichever,2,2
collars,3,4
dinner,47,71
cologne,4,4
volumes,1,3
steadied,1,2
itself,13,27
goldenrod,1,1
clumping,2,4
romps,2,4
rosy,27,65
repose,6,6
mother:,1,1
thrash,2,3
send,39,76
salad,7,7
leaping,1,1
pauses,1,3
threaten,1,2
properly,12,20
suggest,3,4
coverlet,2,2
lastly,1,3
capaline,1,2
spoil,18,21
topsl,1,2
remarkably,6,9
defense,1,3
strongminded,1,2
frowning,1,1
whistling,2,3
savage,1,1
event,3,3
sublime,1,2
pudding,8,10
surrendering,1,6
ransacked,1,5
report,6,9
criticisms,1,3
lids,3,10
neednt,23,87
dates,1,3
pinks,1,2
thrones,1,1
berlin,3,4
oration,2,3
damask,1,1
carrols,2,6
amuses,1,4
scoldings,2,6
ceremonies,5,9
sent,52,157
mount,1,1
authoress,4,6
paused,17,30
frightened,22,58
footed,2,5
7th,1,3
castles,5,10
topsy,8,24
blew,4,6
chance,22,40
ahs,1,1
united,1,2
dressing,14,26
smelled,1,1
westminster,1,2
vacancies,1,1
bridled,1,2
inmost,1,1
(as,1,4
yard,1,3
regarded,10,18
parrot,4,7
daughters,18,18
statue,4,7
variable,1,3
foe,1,2
glorious,6,19
epitaph,1,1
reportable,1,2
fog,3,3
republican,1,4
celebrities,2,4
amused,20,29
thirteen,2,3
overwhelmed,2,4
olives,1,2
enacted,2,3
moulding,1,1
delicately,1,5
turkey,3,6
offering,9,15
sleigh,2,5
picture,27,82
voluminous,2,2
mutual,3,8
curves,1,5
bijouterie,1,4
mild,9,14
aid,3,6
yarn,1,1
apparition,2,2
slamming,7,7
18,1,3
patting,3,6
such,229,638
bringing,7,8
demands,1,1
harmonious,1,2
for,2202,3394
suck,1,2
quiver,6,11
resume,2,7
haymaking,1,5
knee,16,35
affect,3,9
lies,6,22
milk,12,47
merrymaking,1,1
aim,1,2
bounded,2,3
mistake,17,17
sanctifies,1,4
fox,1,3
introduce,2,4
deeply,15,35
concatenation,1,2
doomed,2,3
showers,1,1
societies,2,3
air,112,219
precincts,2,5
simplest,1,3
circus,1,2
grow,27,72
dawned,1,1
sobered,1,2
happen,15,22
alcibiades,1,6
pathos,1,5
incidents,1,4
bounden,1,3
credit,10,19
biscuit,2,6
relationship,1,3
mothers,63,71
again,160,332
unalterable,1,2
thrilling,9,9
mutely,3,4
informs,2,2
sternly,2,5
eternal,1,3
result,3,6
unaware,1,1
life,143,144
spoke,72,143
knew,125,125
deuce,3,5
fishing,1,2
20,1,1
ferment,2,3
stump,1,1
dusky,1,3
rein,2,4
economical,1,1
gnats,1,1
constructed,1,3
savoy,1,2
quicker,1,1
teddie,1,1
hoffmann,1,2
rapturous,3,3
courage,15,15
aside,6,6
overrun,1,1
neighbor,9,9
disgusting,1,2
lift,7,13
massive,3,4
uncommon,3,5
expressly,1,1
excite,1,2
agonies,1,1
piously,1,1
tenderhearted,3,5
suds,1,2
while,218,485
connection,1,3
ugliness,1,2
bundled,3,4
sphere,2,4
diffident,1,2
delightfully,10,14
dangling,1,2
cluck,1,1
amiably,2,4
shrilly,1,2
acquainted,3,5
barnville,1,1
withdrawing,2,4
return,22,42
courtesy,1,1
needle,5,10
splendor,7,12
appropriate,14,37
midst,5,11
wildly,6,24
guitars,1,1
critically,2,2
jumbled,3,4
presence,13,23
rainbow,1,1
inches,1,2
intellectual,2,2
tingle,1,3
fancies,4,6
bundles,13,20
mind,157,157
plentiful,1,2
mine,53,76
science,1,3
select,2,4
spiritualism,1,1
shorten,1,3
completed,2,3
alas,6,9
slapping,1,1
unusual,16,17
crash,3,5
toeing,1,5
fourteen,2,5
bereavement,1,3
cozily,1,2
stormy,4,12
shorter,1,2
amiable,13,24
camps,1,2
screamed,5,7
harshness,1,1
storms,1,1
hobbledehoy,1,2
twinkling,1,1
teddy,62,63
fancied,19,35
vex,2,6
finely,4,9
contributed,1,3
rows,2,6
gifted,5,17
canopies,1,2
installed,1,1
astonished,10,10
text,1,2
slightest,3,4
yearly,1,2
fared,1,1
bridge,4,6
culprit,2,4
children,99,219
affectation,3,3
acceptance,1,1
unsolved,1,3
